trialid,ppid,block,maxyr,onsettime,dn,ttlc.failure,rt,disengage_trialtime,world_x_disengaged,world_z_disengaged,world_x_onset,world_z_onset,peak_swa,peak_sr,disengaged,ttlc.takeover,early.disengagement
31_0_3_20_3_D,31,3,20,3,D,2.33,0.14474015058283,3.14474015058283,0.225350946187973,25.5182247161865,0.172178983688355,24.4530906677246,66.5100020170212,1.61999791860581,1,2.18525984941717,FALSE
31_0_3_20_3_N,31,3,20,3,N,2.33,0.37741668002371,3.37741668002371,0.332248151302338,27.3934631347656,0.172153621912003,24.4595069885254,72.179998755455,1.70999944210052,1,1.95258331997629,FALSE
31_0_3_6_11_D,31,3,6,11,D,4.12,2.2273557508148,13.2273557508148,32.5738830566406,96.4074401855469,20.4525127410889,83.4635391235352,36.3600012660027,1.07999950647354,1,1.8926442491852,FALSE
31_0_3_6_11_N,31,3,6,11,N,4.12,1.4103549771633,12.4103549771633,28.0556583404541,91.688591003418,20.4519653320313,83.462516784668,41.3099992275238,1.62000060081482,1,2.7096450228367,FALSE
31_0_3_6_3_D,31,3,6,3,D,3.76,1.72634921899832,4.72634921899832,0.398238241672516,38.1937980651855,0.00261271232739091,24.4676380157471,36.6300004720688,1.08000084757805,1,2.03365078100168,FALSE
31_0_3_6_3_N,31,3,6,3,N,3.76,1.49376898095028,4.49376898095028,0.305678337812424,36.3219299316406,0.00243918830528855,24.4599952697754,54.9000012874603,2.61000126600264,1,2.26623101904972,FALSE
31_0_4_20_11_D,31,4,20,11,D,2.03,-7.82260650235554,3.17739349764446,0.245213285088539,25.7893371582031,42.6613731384277,46.0818099975586,62.9999989271164,0.990000665187836,1,9.85260650235554,TRUE
31_0_4_20_11_N,31,4,20,11,N,2.03,1.094198639786,12.094198639786,47.8422431945801,39.7212905883789,42.4647369384766,46.5149040222168,90,1.89000248908997,1,0.935801360213999,FALSE
31_0_4_20_3_D,31,4,20,3,D,2.33,1.04531762727141,4.04531762727141,0.779447197914124,32.6877136230469,0.172169074416161,24.4457492828369,90,3.14999967813491,1,1.28468237272859,FALSE
31_0_4_20_3_N,31,4,20,3,N,2.33,0.60064820105642,3.60064820105642,0.460486382246018,29.2938365936279,0.172285318374634,24.5034370422363,70.2900016307831,2.07000017166138,1,1.72935179894358,FALSE
31_0_4_6_11_D,31,4,6,11,D,4.12,1.7109208626622,12.7109208626622,29.7123622894287,93.4343032836914,20.4519577026367,83.4662780761719,38.8800010085106,1.34999871253967,1,2.4090791373378,FALSE
31_0_4_6_11_N,31,4,6,11,N,4.12,2.5948320801869,13.5948320801869,23.1556434631348,88.2016372680664,11.5337705612183,71.1221923828125,77.8500008583069,2.43000090122223,1,1.5251679198131,FALSE
31_0_4_6_3_D,31,4,6,3,D,3.76,0.89298856788741,3.89298856788741,0.129290223121643,31.5332622528076,0.00259423442184925,24.467903137207,28.7100005149841,0.900000482797623,1,2.86701143211259,FALSE
31_0_4_6_3_N,31,4,6,3,N,3.76,1.72689195230346,4.72689195230346,0.397973835468292,38.1868934631348,0.00247051357291639,24.4616641998291,49.4100022315979,1.62000060081482,1,2.03310804769654,FALSE
31_0_5_20_11_D,31,5,20,11,D,2.03,-7.93888273610031,3.06111726389969,0.19243086874485,24.8674755096436,42.914234161377,44.6875305175781,73.9800024032593,1.5299990773201,1,9.96888273610031,TRUE
31_0_5_20_11_N,31,5,20,11,N,2.03,-7.76622019456897,3.23377980543103,0.271229296922684,26.3826732635498,42.951042175293,45.7558135986328,65.7900005578995,0.990000665187821,1,9.79622019456897,TRUE
31_0_5_20_3_D,31,5,20,3,D,2.33,0.2241793422664,3.2241793422664,0.261502295732498,26.1566753387451,0.172231435775757,24.424919128418,67.9499995708466,0.990000665187836,1,2.1058206577336,FALSE
31_0_5_20_3_N,31,5,20,3,N,2.33,0.99551384739655,3.99551384739655,0.73674076795578,32.2865180969238,0.172169476747513,24.4422512054443,74.4300019741058,2.24999785423279,1,1.33448615260345,FALSE
31_0_5_6_11_D,31,5,6,11,D,4.12,1.73811337089,12.73811337089,29.8921546936035,93.5838394165039,20.4505290985107,83.4258575439453,37.7099999785423,0.719998776912689,1,2.38188662911,FALSE
31_0_5_6_11_N,31,5,6,11,N,4.12,1.6714797270396,12.6714797270396,29.5420532226563,93.4113922119141,20.4669036865234,83.6408767700195,34.6499991416931,0.809997618198395,1,2.4485202729604,FALSE
31_0_5_6_3_D,31,5,6,3,D,3.76,1.79116449497883,4.79116449497883,0.427502512931824,38.7394218444824,0.00292692030780017,24.4816417694092,71.9100022315979,3.41999888420106,1,1.96883550502117,FALSE
31_0_5_6_3_N,31,5,6,3,N,3.76,0.9599083692313,3.9599083692313,0.144510105252266,32.0608634948731,0.00250906683504581,24.4631843566895,27.3599991202354,1.16999968886376,1,2.8000916307687,FALSE
31_0_6_20_11_D,31,6,20,11,D,2.03,-7.63957618505577,3.36042381494423,0.348513245582581,27.3859882354736,42.8202476501465,45.6252098083496,84.5999997854233,2.07000017166138,1,9.66957618505577,TRUE
31_0_6_20_11_N,31,6,20,11,N,2.03,1.0631481369125,12.0631481369125,47.689567565918,39.9178695678711,42.464542388916,46.4982566833496,90,1.34999871253967,1,0.966851863087499,FALSE
31_0_6_20_3_D,31,6,20,3,D,2.33,0.86177144166327,3.86177144166327,0.630405724048615,31.2306652069092,0.172175779938698,24.4473743438721,87.5699990987778,3.1499969959259,1,1.46822855833673,FALSE
31_0_6_20_3_N,31,6,20,3,N,2.33,0.55716795845041,3.55716795845041,0.431011527776718,28.9554862976074,0.172458335757256,24.5630893707275,73.8899981975556,2.25000053644179,1,1.77283204154959,FALSE
31_0_6_6_11_D,31,6,6,11,D,4.12,1.8100050077561,12.8100050077561,30.262731552124,94.0108489990234,20.4521541595459,83.4675369262695,34.7400006651878,0.990000665187839,1,2.3099949922439,FALSE
31_0_6_6_11_N,31,6,6,11,N,4.12,1.7781657606522,12.7781657606522,30.085075378418,93.8233261108399,20.4520072937012,83.4654388427734,40.8599996566773,1.35000139474869,1,2.3418342393478,FALSE
31_0_6_6_3_D,31,6,6,3,D,3.76,1.44317434386772,4.44317434386772,0.287612229585648,35.9252471923828,0.00246981694363058,24.4629859924316,45.9899979829788,1.62000060081482,1,2.31682565613228,FALSE
31_0_6_6_3_N,31,6,6,3,N,3.76,2.04353518001511,5.04353518001511,0.544560015201569,40.7186088562012,0.00249217031523585,24.4631195068359,63.5399973392487,2.79000163078307,1,1.71646481998489,FALSE
31_1_1_20_11_D,31,1,20,11,D,2.03,2.4239212854742,13.4239212854742,53.8088188171387,30.779167175293,42.4650077819824,46.4120140075684,90,1.17000102996825,1,-0.393921285474201,FALSE
31_1_1_20_11_N,31,1,20,11,N,2.03,0.940665569518799,11.9406655695188,47.142276763916,40.5923385620117,42.4643478393555,46.4159469604492,90,2.34000205993652,1,1.0893344304812,FALSE
31_1_1_20_3_D,31,1,20,3,D,2.33,0.70918869414447,3.70918869414447,0.523950397968292,30.057710647583,0.17220550775528,24.4696159362793,90,3.33000004291534,1,1.62081130585553,FALSE
31_1_1_20_3_N,31,1,20,3,N,2.33,1.24192624316598,4.24192624316598,0.966065049171448,34.3032112121582,0.172211423516274,24.4718704223633,90,4.40999954938889,1,1.08807375683402,FALSE
31_1_1_6_11_D,31,1,6,11,D,4.12,1.8258846207716,12.8258846207716,30.3591289520264,94.1232452392578,20.4533348083496,83.4809951782227,46.4399975538254,2.16000169515608,1,2.2941153792284,FALSE
31_1_1_6_11_N,31,1,6,11,N,4.12,2.1276309815892,13.1276309815892,32.0215759277344,95.8225021362305,20.452880859375,83.4509124755859,63.0899977684021,2.43000090122223,1,1.9923690184108,FALSE
31_1_1_6_3_D,31,1,6,3,D,3.76,2.42426630749765,5.42426630749765,0.754865646362305,43.7435340881348,0.00211898912675679,24.4263896942139,90,2.07000017166138,1,1.33573369250235,FALSE
31_1_1_6_3_N,31,1,6,3,N,3.76,2.02572511977667,5.02572511977667,0.536418914794922,40.5909461975098,0.00261905090883374,24.46901512146,70.3800004720688,2.78999894857407,1,1.73427488022333,FALSE
31_1_2_20_11_D,31,2,20,11,D,2.03,0.661584408747601,11.6615844087476,45.7875823974609,42.3728256225586,42.4640579223633,46.3893165588379,90,1.08000218868256,1,1.3684155912524,FALSE
31_1_2_20_11_N,31,2,20,11,N,2.03,1.4265130257133,12.4265130257133,49.3709030151367,37.4114418029785,42.4643516540527,46.3950080871582,90,1.34999871253967,1,0.6034869742867,FALSE
31_1_2_20_3_D,31,2,20,3,D,2.33,0.30871683200354,3.30871683200354,0.2996886074543,26.8697261810303,0.17225007712841,24.473913192749,90,4.50000040233135,1,2.02128316799646,FALSE
31_1_2_20_3_N,31,2,20,3,N,2.33,0.8258133826285,3.8258133826285,0.605603814125061,30.9863471984863,0.172200873494148,24.4681015014648,90,2.96999931335451,1,1.5041866173715,FALSE
31_1_2_6_11_D,31,2,6,11,D,4.12,-6.18469182862276,4.81530817137724,-0.00751128839328885,23.5785083770752,11.7649192810059,71.1408462524414,32.0400005578995,1.16999968886375,1,10.3046918286228,TRUE
31_1_2_6_11_N,31,2,6,11,N,4.12,1.6250615787338,12.6250615787338,29.2509365081787,92.9627685546875,20.4535751342773,83.4804992675781,51.2999993562699,2.15999901294709,1,2.4949384212662,FALSE
31_1_2_6_3_D,31,2,6,3,D,3.76,1.90952786015107,4.90952786015107,0.480255901813507,39.6634750366211,0.00264780758880079,24.4706516265869,60.2100026607513,2.70000010728836,1,1.85047213984893,FALSE
31_1_2_6_3_N,31,2,6,3,N,3.76,2.20961461372022,5.20961461372022,0.63150942325592,42.0249633789063,0.00220251991413534,24.4340705871582,90,2.97000467777252,1,1.55038538627978,FALSE
31_1_3_20_11_D,31,3,20,11,D,2.03,1.2098986607229,12.2098986607229,48.3841209411621,38.9774398803711,42.4647903442383,46.5368385314941,90,1.88999712467194,1,0.8201013392771,FALSE
31_1_3_20_11_N,31,3,20,11,N,2.03,-8.62193645799124,2.37806354200876,0.0138020487502217,19.385196685791,43.4539985656738,44.9306259155274,86.2200003862381,9.8999959230423,1,10.6519364579912,TRUE
31_1_3_20_3_D,31,3,20,3,D,2.33,-1.90684405366767,1.09315594633233,0.000677841657306999,9.13260746002197,0.303270876407623,24.4583778381348,60.929998755455,0.90000182390213,1,4.23684405366767,TRUE
31_1_3_20_3_N,31,3,20,3,N,2.33,0.64517126132566,3.64517126132566,0.4812231361866,29.6360702514648,0.172427669167519,24.5797710418701,87.3000025749207,2.78999626636506,1,1.68482873867434,FALSE
31_1_3_6_11_D,31,3,6,11,D,4.12,1.1758573933118,12.1758573933118,26.7755241394043,90.3459396362305,20.4532108306885,83.4765777587891,66.1500012874603,1.79999828338623,1,2.9441426066882,FALSE
31_1_3_6_11_N,31,3,6,11,N,4.12,1.4756099916929,12.4756099916929,28.3849697113037,92.0475311279297,20.4170150756836,83.4311141967774,42.8400009870529,1.4400002360344,1,2.6443900083071,FALSE
31_1_3_6_3_D,31,3,6,3,D,3.76,1.28019350211537,4.28019350211537,0.2354646474123,34.7007904052734,0.00503284065052867,24.5709133148193,35.9099990129471,1.71000078320503,1,2.47980649788463,FALSE
31_1_3_6_3_N,31,3,6,3,N,3.76,2.1742557425188,5.1742557425188,0.61308765411377,41.752197265625,0.00217096111737192,24.4324283599854,90,1.62000060081482,1,1.5857442574812,FALSE
31_1_4_20_11_D,31,4,20,11,D,2.03,0.7152197877828,11.7152197877828,46.0250587463379,42.0571517944336,42.4640846252441,46.3831787109375,90,1.16999968886375,1,1.3147802122172,FALSE
31_1_4_20_11_N,31,4,20,11,N,2.03,0.791744042559399,11.7917440425594,46.4213562011719,41.5449981689453,42.4753341674805,46.3845405578613,90,1.4400002360344,1,1.2382559574406,FALSE
31_1_4_20_3_D,31,4,20,3,D,2.33,1.46388920416126,4.46388920416126,1.19803953170776,36.030158996582,0.172351986169815,24.477897644043,90,3.41999888420106,1,0.86611079583874,FALSE
31_1_4_20_3_N,31,4,20,3,N,2.33,-0.52684953538241,2.47315046461759,0.0307635869830847,20.3582077026367,0.279778450727463,24.6158638000488,74.3399977684021,1.71000212430953,1,2.85684953538241,TRUE
31_1_4_6_11_D,31,4,6,11,D,4.12,1.0107125866932,12.0107125866932,25.8641109466553,89.3724212646484,20.4525966644287,83.4713134765625,74.699998497963,2.70000010728836,1,3.1092874133068,FALSE
31_1_4_6_11_N,31,4,6,11,N,4.12,2.0460581762069,13.0460581762069,31.5713424682617,95.4645156860352,20.463171005249,83.573486328125,48.6900007724762,1.70999944210052,1,2.0739418237931,FALSE
31_1_4_6_3_D,31,4,6,3,D,3.76,2.0422813471978,5.0422813471978,0.549193799495697,40.8148002624512,0.00530399475246668,24.5600051879883,90,3.0599981546402,1,1.7177186528022,FALSE
31_1_4_6_3_N,31,4,6,3,N,3.76,2.16099186436258,5.16099186436258,0.604401469230652,41.641227722168,0.00230051390826702,24.4549102783203,87.2099983692169,2.34000205993652,1,1.59900813563742,FALSE
31_1_5_20_11_D,31,5,20,11,D,2.03,0.8577658027935,11.8577658027935,46.745719909668,41.201587677002,42.4645614624023,46.4856033325195,90,1.3500040769577,1,1.1722341972065,FALSE
31_1_5_20_11_N,31,5,20,11,N,2.03,1.3095713878639,12.3095713878639,48.8411178588867,38.1819114685059,42.4640274047852,46.3965187072754,90,3.60000193119048,1,0.720428612136101,FALSE
31_1_5_20_3_D,31,5,20,3,D,2.33,2.34863856664026,5.34863856664026,0.179409950971603,27.8429889678955,0.000472127343527973,9.06667327880859,82.9799991846084,2.96999931335449,1,-0.0186385666402602,FALSE
31_1_5_20_3_N,31,5,20,3,N,2.33,1.0155127093677,4.0155127093677,0.751110255718231,32.5285110473633,0.172333434224129,24.5503463745117,87.3900014162064,2.60999858379364,1,1.3144872906323,FALSE
31_1_5_6_11_D,31,5,6,11,D,4.12,1.2867244701814,12.2867244701814,27.4262752532959,91.1126861572266,20.4626445770264,83.565299987793,38.1599995493889,0.990000665187843,1,2.8332755298186,FALSE
31_1_5_6_11_N,31,5,6,11,N,4.12,2.0758076473543,13.0758076473543,31.7451496124268,95.5632400512695,20.4535751342773,83.4792327880859,50.310001373291,1.98000133037567,1,2.0441923526457,FALSE
31_1_5_6_3_D,31,5,6,3,D,3.76,2.16314319591214,5.16314319591214,0.60969752073288,41.7682495117188,0.00521083129569888,24.5788326263428,56.4299976825714,2.51999974250793,1,1.59685680408786,FALSE
31_1_5_6_3_N,31,5,6,3,N,3.76,2.0752329125051,5.0752329125051,0.561846792697907,40.9962463378906,0.00275000953115523,24.4748420715332,90,0.900000063702464,1,1.6847670874949,FALSE
31_1_6_20_11_D,31,6,20,11,D,2.03,0.890052981859601,11.8900529818596,46.9039573669434,40.854793548584,42.4650344848633,46.3524169921875,88.5600024461746,1.80000364780426,1,1.1399470181404,FALSE
31_1_6_20_11_N,31,6,20,11,N,2.03,0.7921814326836,11.7921814326836,46.429084777832,41.5448913574219,42.4643783569336,46.4043998718262,90,2.60999858379364,1,1.2378185673164,FALSE
31_1_6_20_3_D,31,6,20,3,D,2.33,0.87626236404381,3.87626236404381,0.643193364143372,31.3822326660156,0.172176316380501,24.4653015136719,87.9299998283386,2.51999974250793,1,1.45373763595619,FALSE
31_1_6_20_3_N,31,6,20,3,N,2.33,0.93924714564457,3.93924714564457,0.695621848106384,31.8792037963867,0.17221687734127,24.4323329925537,90,1.3500040769577,1,1.39075285435543,FALSE
31_1_6_6_11_D,31,6,6,11,D,4.12,1.0896571271951,12.0896571271951,26.3166809082031,89.8156204223633,20.4514999389648,83.4315719604492,36.5399989485741,0.990000665187829,1,3.0303428728049,FALSE
31_1_6_6_11_N,31,6,6,11,N,4.12,2.2565952635087,13.2565952635087,32.7624130249023,96.5812759399414,20.4522857666016,83.4424667358399,53.7300002574921,1.79999828338624,1,1.8634047364913,FALSE
31_1_6_6_3_D,31,6,6,3,D,3.76,2.10941061907158,5.10941061907158,0.579161703586578,41.264892578125,0.00274314661510289,24.4747638702393,78.8399988412857,3.15000236034395,1,1.65058938092842,FALSE
31_1_6_6_3_N,31,6,6,3,N,3.76,1.5919500294612,4.5919500294612,0.344256967306137,37.1391372680664,0.00278009288012981,24.4753799438477,46.3499987125397,1.5299990773201,1,2.1680499705388,FALSE
31_2_1_20_11_D,31,1,20,11,D,2.03,-5.69168793982,5.30831206018,4.19026851654053,42.3706169128418,42.8881950378418,44.4785537719727,90,3.05999815464019,1,7.72168793982,TRUE
31_2_1_20_11_N,31,1,20,11,N,2.03,-6.35106634416596,4.64893365583404,2.19878339767456,37.5514945983887,42.815601348877,45.198860168457,83.7000006437302,3.77999961376192,1,8.38106634416596,TRUE
31_2_1_20_3_D,31,1,20,3,D,2.33,0.49173358012908,3.49173358012908,0.393206477165222,28.2812824249268,0.172211721539497,24.4182147979736,90,7.02000081539156,1,1.83826641987092,FALSE
31_2_1_20_3_N,31,1,20,3,N,2.33,1.11962137862108,4.11962137862108,0.854297399520874,33.4051971435547,0.172237426042557,24.499719619751,90,2.70000278949736,1,1.21037862137892,FALSE
31_2_1_6_11_D,31,1,6,11,D,4.12,1.0233468895918,12.0233468895918,16.5306053161621,78.8511123657227,12.0911693572998,72.0332870483399,57.0600003004074,2.43000090122224,1,3.0966531104082,FALSE
31_2_1_6_11_N,31,1,6,11,N,4.12,1.9259839154133,12.9259839154133,30.9101619720459,94.6915512084961,20.4532413482666,83.474494934082,64.7099983692169,1.97999596595764,1,2.1940160845867,FALSE
31_2_1_6_3_D,31,1,6,3,D,3.76,1.87555107201904,4.87555107201904,0.4646977186203,39.3964042663574,0.00270167062990367,24.4727687835693,64.2599987983704,3.42000156641007,1,1.88444892798096,FALSE
31_2_1_6_3_N,31,1,6,3,N,3.76,1.32468491735693,4.32468491735693,0.248358935117722,35.006778717041,0.00284185400232673,24.4777545928955,46.259999871254,1.70999944210053,1,2.43531508264307,FALSE
31_2_2_20_11_D,31,2,20,11,D,2.03,-6.52885134631364,4.47114865368636,1.82589256763458,36.2282524108887,42.8539772033691,44.7195205688477,80.5499982833862,1.89000248908997,1,8.55885134631364,TRUE
31_2_2_20_11_N,31,2,20,11,N,2.03,1.360619114415,12.360619114415,49.0662994384766,37.8436546325684,42.4635620117188,46.3844604492188,89.8200023174286,2.97000467777254,1,0.669380885585,FALSE
31_2_2_20_3_D,31,2,20,3,D,2.33,0.95837344216977,3.95837344216977,0.709577322006226,32.0625686645508,0.172242641448975,24.4798240661621,90,3.42000424861908,1,1.37162655783023,FALSE
31_2_2_20_3_N,31,2,20,3,N,2.33,0.60827272861735,3.60827272861735,0.460457235574722,29.2633152008057,0.17223858833313,24.4738140106201,89.1000008583069,2.07000017166138,1,1.72172727138265,FALSE
31_2_2_6_11_D,31,2,6,11,D,4.12,1.9925765071339,12.9925765071339,31.2794780731201,95.0765991210938,20.4526214599609,83.474838256836,47.6099985837936,1.79999828338622,1,2.1274234928661,FALSE
31_2_2_6_11_N,31,2,6,11,N,4.12,2.0756415678171,13.0756415678171,31.7415733337402,95.5573501586914,20.4534969329834,83.4768981933594,54.2699986696243,1.44000023603439,1,2.0443584321829,FALSE
31_2_2_6_3_D,31,2,6,3,D,3.76,1.92097042405342,4.92097042405342,0.487150311470032,39.7533149719238,0.00219111610203981,24.4293670654297,57.9599994421005,1.97999864816666,1,1.83902957594658,FALSE
31_2_2_6_3_N,31,2,6,3,N,3.76,2.17790574370616,5.17790574370616,0.619113564491272,41.91162109375,0.00554725015535951,24.5900630950928,69.5700001716614,2.43000090122222,1,1.58209425629384,FALSE
31_2_3_20_11_D,31,3,20,11,D,2.03,1.1706416296971,12.1706416296971,48.2284164428711,39.1522789001465,42.4642295837402,46.4907684326172,90,5.4899990558624,1,0.8593583703029,FALSE
31_2_3_20_11_N,31,3,20,11,N,2.03,0.945915931878799,11.9459159318788,47.1431159973145,40.6830673217773,42.4639587402344,46.5080986022949,90,2.51999974250792,1,1.0840840681212,FALSE
31_2_3_20_3_D,31,3,20,3,D,2.33,1.12448213190956,4.12448213190956,0.854270339012146,33.3849868774414,0.172200098633766,24.4794158935547,90,4.58999991416933,1,1.20551786809044,FALSE
31_2_3_20_3_N,31,3,20,3,N,2.33,0.73995347224044,3.73995347224044,0.546299815177918,30.2854137420654,0.172160670161247,24.4327068328857,86.3099992275238,2.07000017166138,1,1.59004652775956,FALSE
31_2_3_6_11_D,31,3,6,11,D,4.12,1.1827293689654,12.1827293689654,26.7931995391846,90.4470748901367,20.4611911773682,83.5687942504883,41.4899995923042,1.07999950647353,1,2.9372706310346,FALSE
31_2_3_6_11_N,31,3,6,11,N,4.12,1.9699510483537,12.9699510483537,31.2051124572754,95.1426620483399,20.4667854309082,83.636589050293,52.1099996566773,1.97999864816666,1,2.1500489516463,FALSE
31_2_3_6_3_D,31,3,6,3,D,3.76,1.79151132510543,4.79151132510543,0.4273681640625,38.7372589111328,0.0028481634799391,24.480073928833,71.9100022315979,2.69999742507934,1,1.96848867489457,FALSE
31_2_3_6_3_N,31,3,6,3,N,3.76,1.84080648116537,4.84080648116537,0.449482619762421,39.1265487670898,0.00276429299265146,24.4692211151123,43.1999990344048,1.70999944210052,1,1.91919351883463,FALSE
31_2_4_20_11_D,31,4,20,11,D,2.03,1.1059845251582,12.1059845251582,47.9193840026856,39.4519805908203,42.4638633728027,46.354621887207,90,1.44000023603439,1,0.924015474841799,FALSE
31_2_4_20_11_N,31,4,20,11,N,2.03,1.2165167811146,12.2165167811146,48.3833312988281,38.8243408203125,42.4636459350586,46.3838996887207,90,3.86999845504759,1,0.813483218885401,FALSE
31_2_4_20_3_D,31,4,20,3,D,2.33,1.05951472156545,4.05951472156545,0.794238924980164,32.844165802002,0.172208070755005,24.4685726165772,90,3.68999540805818,1,1.27048527843455,FALSE
31_2_4_20_3_N,31,4,20,3,N,2.33,0.66035701467704,3.66035701467704,0.491464197635651,29.648681640625,0.172192722558975,24.4592914581299,83.6100018024444,1.98000133037566,1,1.66964298532296,FALSE
31_2_4_6_11_D,31,4,6,11,D,4.12,1.5678013656474,12.5678013656474,28.8797473907471,92.6296920776367,20.3691558837891,83.4256973266602,55.2600020170212,2.07000017166138,1,2.5521986343526,FALSE
31_2_4_6_11_N,31,4,6,11,N,4.12,1.8897158679462,12.8897158679462,30.7212638854981,94.5078048706055,20.4536991119385,83.4881896972656,54.0000021457672,1.62000060081482,1,2.2302841320538,FALSE
31_2_4_6_3_D,31,4,6,3,D,3.76,1.99184662441317,4.99184662441317,0.520511329174042,40.337028503418,0.00288632791489363,24.4799022674561,61.560001373291,1.97999864816666,1,1.76815337558683,FALSE
31_2_4_6_3_N,31,4,6,3,N,3.76,0.97100482030487,3.97100482030487,0.14824004471302,32.1691284179688,0.00230585807003081,24.4376239776611,45.8100003004074,1.5299990773201,1,2.78899517969513,FALSE
31_2_5_20_11_D,31,5,20,11,D,2.03,0.7533186571969,11.7533186571969,35.6831512451172,52.3635177612305,29.932523727417,54.0767326354981,90,1.62000060081482,1,1.2766813428031,FALSE
31_2_5_20_11_N,31,5,20,11,N,2.03,-7.87472852015222,3.12527147984778,0.221264004707336,25.4050254821777,43.1182098388672,46.1493530273438,67.8600007295609,1.25999987125396,1,9.90472852015222,TRUE
31_2_5_20_3_D,31,5,20,3,D,2.33,0.07247029078491,3.07247029078491,0.198169678449631,25.0340805053711,0.172233060002327,24.501012802124,75.8699995279312,1.34999871253967,1,2.25752970921509,FALSE
31_2_5_20_3_N,31,5,20,3,N,2.33,0.64147303493868,3.64147303493868,0.48102006316185,29.5325469970703,0.172227174043655,24.4757251739502,67.9499995708466,1.53000175952911,1,1.68852696506132,FALSE
31_2_5_6_11_D,31,5,6,11,D,4.12,1.3528240394028,12.3528240394028,27.7975482940674,91.565788269043,20.4677829742432,83.6320495605469,31.4999994635582,0.90000182390213,1,2.7671759605972,FALSE
31_2_5_6_11_N,31,5,6,11,N,4.12,2.0577832876176,13.0577832876176,31.6441040039063,95.4602966308594,20.4488220214844,83.4741973876953,74.1600000858307,2.07000017166138,1,2.0622167123824,FALSE
31_2_5_6_3_D,31,5,6,3,D,3.76,0.8478855587361,3.8478855587361,0.121475927531719,31.233980178833,0.00491345394402742,24.5653648376465,34.4699987769127,1.07999950647354,1,2.9121144412639,FALSE
31_2_5_6_3_N,31,5,6,3,N,3.76,2.7025513596858,5.7025513596858,0.936920583248138,46.0205383300781,0.0023601136635989,24.4396305084229,83.0699980258942,3.42000022530556,1,1.0574486403142,FALSE
31_2_6_20_11_D,31,6,20,11,D,2.03,-5.47470117218924,5.52529882781076,5.03920602798462,43.800464630127,42.541389465332,45.596321105957,90,1.3499987125397,1,7.50470117218924,TRUE
31_2_6_20_11_N,31,6,20,11,N,2.03,-5.74683091140861,5.25316908859139,4.01094198226929,42.3733520507813,42.8275489807129,45.1958923339844,90,1.98000133037564,1,7.77683091140861,TRUE
31_2_6_20_3_D,31,6,20,3,D,2.33,0.12284095227659,3.12284095227659,0.218467950820923,25.3581657409668,0.17224146425724,24.4262371063232,79.6499991416931,1.35000407695771,1,2.20715904772341,FALSE
31_2_6_20_3_N,31,6,20,3,N,2.33,0.72176496387866,3.72176496387866,0.535090088844299,30.148889541626,0.172118440270424,24.4272575378418,89.1899996995926,2.43000090122223,1,1.60823503612134,FALSE
31_2_6_6_11_D,31,6,6,11,D,4.12,1.873474317214,12.873474317214,30.6377449035645,94.3689041137695,20.450662612915,83.432373046875,40.2299997210503,1.70999944210052,1,2.246525682786,FALSE
31_2_6_6_11_N,31,6,6,11,N,4.12,1.7940348236766,12.7940348236766,30.1791229248047,93.9296646118164,20.4530372619629,83.4747924804688,42.2999998927116,1.5299990773201,1,2.3259651763234,FALSE
31_2_6_6_3_D,31,6,6,3,D,3.76,0.74250142097722,3.74250142097722,0.0984144061803818,30.3440208435059,0.00277153821662068,24.4757595062256,25.9199988842011,0.899999141693115,1,3.01749857902278,FALSE
31_2_6_6_3_N,31,6,6,3,N,3.76,2.00505001568132,5.00505001568132,0.543600022792816,40.8301696777344,0.0118955541402102,24.8411312103272,69.2999982833862,2.24999785423279,1,1.75494998431868,FALSE
32_0_1_20_11_D,32,1,20,11,D,2.03,1.25993037396,12.25993037396,48.613151550293,38.5107879638672,42.4643821716309,46.3976745605469,78.3000004291534,2.07000017166138,1,0.77006962604,FALSE
32_0_1_20_11_N,32,1,20,11,N,2.03,1.4088714188215,12.4088714188215,49.2929496765137,37.5285530090332,42.4641380310059,46.3987998962402,75.1499980688095,1.97999596595764,1,0.6211285811785,FALSE
32_0_1_20_3_D,32,1,20,3,D,2.33,0.75655336311041,3.75655336311041,0.557996571063995,30.4111995697022,0.172246903181076,24.4244594573975,73.0799978971481,1.88999980688096,1,1.57344663688959,FALSE
32_0_1_20_3_N,32,1,20,3,N,2.33,0.97589289676142,3.97589289676142,0.722871720790863,32.1778793334961,0.172213360667229,24.4663410186768,78.3000004291534,2.70000278949738,1,1.35410710323858,FALSE
32_0_1_6_11_D,32,1,6,11,D,4.12,2.4925717835538,13.4925717835538,34.0598449707031,97.9524536132812,20.4531936645508,83.4758987426758,28.5300001502037,0.629999935626984,1,1.6274282164462,FALSE
32_0_1_6_11_N,32,1,6,11,N,4.12,2.4764430288082,13.4764430288082,33.9755439758301,97.8708877563477,20.4537220001221,83.4819183349609,28.5300001502037,0.810000300407413,1,1.6435569711918,FALSE
32_0_1_6_3_D,32,1,6,3,D,3.76,1.90874901632768,4.90874901632768,0.480218589305878,39.6658058166504,0.0027166975196451,24.4751949310303,54.9000012874603,2.70000010728837,1,1.85125098367232,FALSE
32_0_1_6_3_N,32,1,6,3,N,3.76,2.2594199359402,5.2594199359402,0.659597814083099,42.4588966369629,0.00267120799981058,24.4717655181885,40.4999989271164,2.33999937772751,1,1.5005800640598,FALSE
