trialid,ppid,block,maxyr,onsettime,dn,ttlc.failure,rt,disengage_trialtime,world_x_disengaged,world_z_disengaged,world_x_onset,world_z_onset,peak_swa,peak_sr,disengaged,ttlc.takeover,early.disengagement
13_1_4_6_3_N,13,4,6,3,N,3.76,1.52545488627504,4.52545488627504,0.318396061658859,36.5986518859863,0.00268556573428214,24.4708442687988,28.8900008797646,2.16000035405159,1,2.23454511372496,FALSE
13_1_5_20_11_D,13,5,20,11,D,2.03,0.5576768841192,11.5576768841192,45.2917861938477,43.0358581542969,42.4648056030274,46.4149589538574,69.9300009012222,2.07000017166138,1,1.4723231158808,FALSE
13_1_5_20_11_N,13,5,20,11,N,2.03,0.574612698812301,11.5746126988123,45.3655281066895,42.9213066101074,42.4596557617188,46.3996810913086,65.9699982404709,2.33999669551849,1,1.4553873011877,FALSE
13_1_5_20_3_D,13,5,20,3,D,2.33,0.87582696648008,3.87582696648008,0.643194258213043,31.3870468139648,0.172171369194984,24.4697933197022,52.4700003862381,2.70000010728836,1,1.45417303351992,FALSE
13_1_5_20_3_N,13,5,20,3,N,2.33,0.74256601771097,3.74256601771097,0.546824872493744,30.3288154602051,0.172193765640259,24.4704055786133,60.7500010728836,2.33999937772752,1,1.58743398228903,FALSE
13_1_5_6_11_D,13,5,6,11,D,4.12,1.1085696019241,12.1085696019241,26.4102687835693,89.962875366211,20.4540767669678,83.4824447631836,35.639999806881,1.80000096559525,1,3.0114303980759,FALSE
13_1_5_6_11_N,13,5,6,11,N,4.12,1.8229364286639,12.8229364286639,30.3516941070557,94.0719985961914,20.4492778778076,83.4322128295898,32.6700004935265,1.71000212430954,1,2.2970635713361,FALSE
13_1_5_6_3_D,13,5,6,3,D,3.76,2.03936235175578,5.03936235175578,0.543031811714172,40.6821899414063,0.00159401935525239,24.4268341064453,35.3700006008148,2.2499991953373,1,1.72063764824422,FALSE
13_1_5_6_3_N,13,5,6,3,N,3.76,1.99209595573132,4.99209595573132,0.520222365856171,40.3293342590332,0.00275584752671421,24.4735870361328,43.5599997639656,2.16000035405159,1,1.76790404426868,FALSE
13_1_6_20_11_D,13,6,20,11,D,2.03,0.6253235496449,11.6253235496449,45.6172637939453,42.6062927246094,42.4639701843262,46.4027099609375,69.6599990129471,2.61000394821167,1,1.4046764503551,FALSE
13_1_6_20_11_N,13,6,20,11,N,2.03,0.541876945637,11.541876945637,45.2065277099609,43.1304054260254,42.4642028808594,46.4022026062012,70.8300000429153,3.24000120162962,1,1.488123054363,FALSE
13_1_6_20_3_D,13,6,20,3,D,2.33,0.79282952106956,3.79282952106956,0.581708252429962,30.7242221832275,0.172178521752357,24.4681911468506,56.7899984121323,2.2500005364418,1,1.53717047893044,FALSE
13_1_6_20_3_N,13,6,20,3,N,2.33,1.82506148009225,4.82506148009225,1.66568541526794,38.9175643920898,0.172204181551933,24.4726696014404,90,8.45999836921692,1,0.50493851990775,FALSE
13_1_6_6_11_D,13,6,6,11,D,4.12,1.5223397540676,12.5223397540676,28.6971569061279,92.3359680175781,20.4512271881104,83.4327087402344,33.5699996352196,1.17000102996826,1,2.5976602459324,FALSE
13_1_6_6_11_N,13,6,6,11,N,4.12,1.2898382998864,12.2898382998864,27.411714553833,90.97802734375,20.44899559021,83.4291687011719,34.9200010299683,2.07000017166137,1,2.8301617001136,FALSE
13_1_6_6_3_D,13,6,6,3,D,3.76,1.43895201156946,4.43895201156946,0.287149220705032,35.8892135620117,0.00217730388976634,24.4273071289063,19.6199995279312,0.899999812245369,1,2.32104798843054,FALSE
13_1_6_6_3_N,13,6,6,3,N,3.76,1.45655130112613,4.45655130112613,0.294573247432709,36.0842208862305,0.00312344427220523,24.4898681640625,25.4699993133545,1.17000035941601,1,2.30344869887387,FALSE
13_2_1_20_11_D,13,1,20,11,D,2.03,0.6056170180397,11.6056170180397,45.5356521606445,42.6644401550293,42.4639701843262,46.3558235168457,65.4299998283386,2.51999974250793,1,1.4243829819603,FALSE
13_2_1_20_11_N,13,1,20,11,N,2.03,0.7029612772766,11.7029612772766,46.019172668457,42.2412071228027,42.4645462036133,46.5615692138672,80.5499982833862,2.51999974250793,1,1.3270387227234,FALSE
13_2_1_20_3_D,13,1,20,3,D,2.33,1.04195980453149,4.04195980453149,0.779918074607849,32.849365234375,0.172475218772888,24.6071262359619,80.9999978542328,4.86000180244446,1,1.28804019546851,FALSE
13_2_1_20_3_N,13,1,20,3,N,2.33,0.85779904439094,3.85779904439094,0.630440890789032,31.2594585418701,0.172227129340172,24.4765968322754,57.2399979829788,3.51000040769577,1,1.47220095560906,FALSE
13_2_1_6_11_D,13,1,6,11,D,4.12,1.8856755535472,12.8856755535472,30.7418975830078,94.6788177490234,20.4683151245117,83.6567993164063,41.8500003218651,1.70999944210053,1,2.2343244464528,FALSE
13_2_1_6_11_N,13,1,6,11,N,4.12,1.2712588907292,12.2712588907292,27.3372478485108,91.0887985229492,20.4671478271484,83.6411590576172,31.0499998927116,1.34999871253968,1,2.8487411092708,FALSE
13_2_1_6_3_D,13,1,6,3,D,3.76,1.97207308124308,4.97207308124308,0.51137101650238,40.1530265808105,0.00233473395928741,24.4304294586182,34.6499991416931,1.07999950647354,1,1.78792691875692,FALSE
13_2_1_6_3_N,13,1,6,3,N,3.76,2.22319529856519,5.22319529856519,0.632881343364716,42.0466613769531,0.00219108047895134,24.4340953826904,30.6000003218651,2.60999992489815,1,1.53680470143481,FALSE
13_2_2_20_11_D,13,2,20,11,D,2.03,0.632733157231799,11.6327331572318,45.620288848877,42.8177909851074,42.4644393920898,46.6175079345703,68.759999871254,2.88000047206879,1,1.3972668427682,FALSE
13_2_2_20_11_N,13,2,20,11,N,2.03,0.597567178339199,11.5975671783392,45.4563484191895,43.0364112854004,42.4643058776856,46.6258277893066,74.2499989271164,2.24999785423279,1,1.4324328216608,FALSE
13_2_2_20_3_D,13,2,20,3,D,2.33,0.97265596111638,3.97265596111638,0.723050057888031,32.2090225219727,0.172250136733055,24.4966049194336,59.5800000429153,2.2500005364418,1,1.35734403888362,FALSE
13_2_2_20_3_N,13,2,20,3,N,2.33,0.64386281223389,3.64386281223389,0.482152014970779,30.0463314056397,0.173176273703575,24.9900131225586,63.6300015449524,2.97000199556351,1,1.68613718776611,FALSE
13_2_2_6_11_D,13,2,6,11,D,4.12,1.9054240428439,12.9054240428439,30.8148975372314,94.5536422729492,20.4516868591309,83.4337844848633,40.4100000858307,1.79999828338623,1,2.2145759571561,FALSE
13_2_2_6_11_N,13,2,6,11,N,4.12,1.4862968896069,12.4862968896069,28.5164127349854,92.153205871582,20.4518146514893,83.4409332275391,34.9200010299683,1.98000133037567,1,2.6337031103931,FALSE
13_2_2_6_3_D,13,2,6,3,D,3.76,2.06662730491863,5.06662730491863,0.561813473701477,41.1993293762207,0.00947689823806286,24.6782283782959,36.7199993133545,1.97999864816666,1,1.69337269508137,FALSE
13_2_2_6_3_N,13,2,6,3,N,3.76,3.37544255554338,6.37544255554338,0.211662977933884,36.1206283569336,0.0122927809134126,9.19967365264893,14.5800000429153,1.17000002413988,1,0.38455744445662,FALSE
13_2_3_20_11_D,13,3,20,11,D,2.03,0.607873677766699,11.6078736777667,45.5374984741211,42.7201957702637,42.4635620117188,46.4144439697266,88.10999751091,2.79000163078308,1,1.4221263222333,FALSE
13_2_3_20_11_N,13,3,20,11,N,2.03,0.6400476808414,11.6400476808414,45.701286315918,42.4567680358887,42.4640617370606,46.3613929748535,73.0799978971481,2.70000278949738,1,1.3899523191586,FALSE
13_2_3_20_3_D,13,3,20,3,D,2.33,1.11143993062191,4.11143993062191,0.839281022548676,33.3582153320313,0.172401204705238,24.5850028991699,61.6500002145767,2.60999858379364,1,1.21856006937809,FALSE
13_2_3_20_3_N,13,3,20,3,N,2.33,1.96558684472424,4.96558684472424,0.102322325110435,25.5809917449951,-6.0843478422612e-05,9.86645698547363,55.1699978113174,1.16999968886375,1,0.36441315527576,FALSE
13_2_3_6_11_D,13,3,6,11,D,4.12,1.450028238432,12.450028238432,28.2488555908203,92.100700378418,20.3813762664795,83.5777893066406,38.3399999141693,2.1600016951561,1,2.669971761568,FALSE
13_2_3_6_11_N,13,3,6,11,N,4.12,1.7756259619706,12.7756259619706,30.0946846008301,93.9606094360352,20.4639949798584,83.6081466674805,46.259999871254,2.60999858379364,1,2.3443740380294,FALSE
13_2_3_6_3_D,13,3,6,3,D,3.76,2.14274157593695,5.14274157593695,0.59694254398346,41.5382957458496,0.00278713833540678,24.4774932861328,39.690001308918,2.60999992489815,1,1.61725842406305,FALSE
13_2_3_6_3_N,13,3,6,3,N,3.76,1.96010547982544,4.96010547982544,0.503607511520386,40.052734375,0.00249475799500942,24.4627742767334,42.2100010514259,1.80000096559525,1,1.79989452017456,FALSE
13_2_4_20_11_D,13,4,20,11,D,2.03,0.6485403402075,11.6485403402075,45.6975212097168,42.6186866760254,42.4645385742188,46.5178565979004,77.490000128746,2.79000163078308,1,1.3814596597925,FALSE
13_2_4_20_11_N,13,4,20,11,N,2.03,0.590513154641901,11.5905131546419,45.4531211853028,42.826416015625,42.4640884399414,46.4120178222656,70.2900016307831,2.07000017166137,1,1.4394868453581,FALSE
13_2_4_20_3_D,13,4,20,3,D,2.33,0.7704702974257,3.7704702974257,0.569941520690918,30.5507888793945,0.172249987721443,24.4282398223877,54.1799998283386,2.96999931335449,1,1.5595297025743,FALSE
13_2_4_20_3_N,13,4,20,3,N,2.33,0.82384893299172,3.82384893299172,0.605619847774506,31.0015239715576,0.172228291630745,24.4837055206299,65.1599979400635,2.61000126600265,1,1.50615106700828,FALSE
13_2_4_6_11_D,13,4,6,11,D,4.12,1.3922081246391,12.3922081246391,27.9758071899414,91.6277160644531,20.4594058990479,83.4959182739258,41.580001115799,1.53000175952911,1,2.7277918753609,FALSE
13_2_4_6_11_N,13,4,6,11,N,4.12,1.4390473974006,12.4390473974006,28.2426376342773,91.9223403930664,20.4551582336426,83.5030670166016,34.4699987769127,1.6199979186058,1,2.6809526025994,FALSE
13_2_4_6_3_D,13,4,6,3,D,3.76,2.18976165918218,5.18976165918218,0.629457175731659,42.0822563171387,0.00641418062150479,24.6287975311279,36.2699997425079,1.70999944210052,1,1.57023834081782,FALSE
13_2_4_6_3_N,13,4,6,3,N,3.76,1.708769248091,4.708769248091,0.39660781621933,38.2037315368652,0.00595992570742965,24.6083087921143,28.8900008797646,1.53000041842461,1,2.051230751909,FALSE
13_2_5_20_11_D,13,5,20,11,D,2.03,0.605646599721499,11.6056465997215,45.5353393554688,42.7361488342285,42.463752746582,46.427375793457,76.6799998283386,2.24999785423279,1,1.4243534002785,FALSE
13_2_5_20_11_N,13,5,20,11,N,2.03,0.6232630949503,11.6232630949503,45.620361328125,42.5623054504395,42.4641265869141,46.3625144958496,88.740000128746,4.14000034332275,1,1.4067369050497,FALSE
13_2_5_20_3_D,13,5,20,3,D,2.33,0.82543819375458,3.82543819375458,0.606012344360352,31.1274013519287,0.172460079193115,24.6087303161621,52.1099996566773,1.98000133037567,1,1.50456180624542,FALSE
13_2_5_20_3_N,13,5,20,3,N,2.33,0.96777468176299,3.96777468176299,0.723442614078522,32.3498001098633,0.172528684139252,24.6375484466553,74.7899973392487,3.0599981546402,1,1.36222531823701,FALSE
13_2_5_6_11_D,13,5,6,11,D,4.12,1.4450053896013,12.4450053896013,28.2748699188232,92.2468109130859,20.4847373962402,83.8306121826172,37.8900003433228,2.07000017166138,1,2.6749946103987,FALSE
13_2_5_6_11_N,13,5,6,11,N,4.12,0.823208700878199,11.8232087008782,24.8601989746094,88.2719955444336,20.4513397216797,83.4413604736328,33.8399988412857,1.80000096559525,1,3.2967912991218,FALSE
13_2_5_6_3_D,13,5,6,3,D,3.76,1.87320445983094,4.87320445983094,0.465771198272705,39.4035377502441,0.00339676765725017,24.4790019989014,33.120000064373,1.88999980688095,1,1.88679554016906,FALSE
13_2_5_6_3_N,13,5,6,3,N,3.76,1.95785244234514,4.95785244234514,0.504261672496796,40.0704689025879,0.00291082519106567,24.4807891845703,45.7200014591217,2.07000017166137,1,1.80214755765486,FALSE
13_2_6_20_11_D,13,6,20,11,D,2.03,0.691873881819999,11.69187388182,45.9429931640625,42.1837120056152,42.464168548584,46.4022598266602,77.3100024461746,2.2499978542328,1,1.33812611818,FALSE
13_2_6_20_11_N,13,6,20,11,N,2.03,0.642721804506801,11.6427218045068,45.701545715332,42.4925384521484,42.4645156860352,46.3970947265625,66.240000128746,2.34000205993652,1,1.3872781954932,FALSE
13_2_6_20_3_D,13,6,20,3,D,2.33,0.83641661995478,3.83641661995478,0.617862522602081,31.0790195465088,0.172102734446526,24.4275093078613,55.8899992704392,2.16000035405159,1,1.49358338004522,FALSE
13_2_6_20_3_N,13,6,20,3,N,2.33,0.68933227201504,3.68933227201504,0.513009428977966,29.8883113861084,0.172233358025551,24.4330024719238,55.0799989700317,2.96999931335451,1,1.64066772798496,FALSE
13_2_6_6_11_D,13,6,6,11,D,4.12,1.5668408665501,12.5668408665501,28.8942184448242,92.6943969726562,20.4624176025391,83.5981826782227,35.9099990129471,1.98000133037567,1,2.5531591334499,FALSE
13_2_6_6_11_N,13,6,6,11,N,4.12,1.5387859617412,12.5387859617412,28.7872638702393,92.4341049194336,20.4495754241943,83.4340209960938,33.3899992704392,1.17000102996827,1,2.5812140382588,FALSE
13_2_6_6_3_D,13,6,6,3,D,3.76,2.24203098168019,5.24203098168019,0.650772273540497,42.3341255187988,0.00289346883073449,24.4805603027344,39.8699989914894,1.89000248908996,1,1.51796901831981,FALSE
13_2_6_6_3_N,13,6,6,3,N,3.76,1.86500158020516,4.86500158020516,0.463181078433991,39.4065971374512,0.00649078795686364,24.6152324676514,49.5899999141693,3.14999967813491,1,1.89499841979484,FALSE
14_0_1_20_11_D,14,1,20,11,D,2.03,0.8651760245586,11.8651760245586,36.8935890197754,51.8233451843262,30.4499568939209,53.9775581359863,90,3.60000193119048,1,1.1648239754414,FALSE
14_0_1_20_11_N,14,1,20,11,N,2.03,1.2768519329045,12.2768519329045,48.6889495849609,38.3952713012695,42.4632606506348,46.3914222717285,80.1899975538254,1.80000364780427,1,0.753148067095501,FALSE
14_0_1_20_3_D,14,1,20,3,D,2.33,1.32664410831632,4.32664410831632,1.05121970176697,34.9545669555664,0.172171548008919,24.4618358612061,90,3.77999961376191,1,1.00335589168368,FALSE
14_0_1_20_3_N,14,1,20,3,N,2.33,1.30739445016286,4.30739445016286,1.03394377231598,34.7906455993652,0.172205358743668,24.4296550750732,72.0899999141693,2.88000047206878,1,1.02260554983714,FALSE
14_0_1_6_11_D,14,1,6,11,D,4.12,2.8602486046926,13.8602486046926,36.1059989929199,100.04647064209,20.4518184661865,83.4672698974609,37.9799991846085,1.16999834775925,1,1.2597513953074,FALSE
14_0_1_6_11_N,14,1,6,11,N,4.12,2.9274784251816,13.9274784251816,36.4801177978516,100.424629211426,20.451509475708,83.4629898071289,42.1199995279312,1.62000060081482,1,1.1925215748184,FALSE
14_0_1_6_3_D,14,1,6,3,D,3.76,2.2775763759135,5.2775763759135,0.668916761875153,42.5907402038574,0.0024901966098696,24.4655284881592,40.950001180172,1.98000133037567,1,1.4824236240865,FALSE
14_0_1_6_3_N,14,1,6,3,N,3.76,2.04298724074755,5.04298724074755,0.544596374034882,40.7199859619141,0.00255342409946024,24.4657897949219,50.2200025320053,2.33999937772751,1,1.71701275925245,FALSE
14_0_2_20_11_D,14,2,20,11,D,2.03,1.3255179012886,12.3255179012886,48.9147758483887,38.0786094665527,42.4641304016113,46.3990821838379,89.4600015878677,2.60999858379364,1,0.704482098711399,FALSE
14_0_2_20_11_N,14,2,20,11,N,2.03,1.7609682180815,12.7609682180815,50.8668251037598,35.1938896179199,42.4634475708008,46.3934211730957,83.5199975967407,2.88000047206879,1,0.2690317819185,FALSE
14_0_2_20_3_D,14,2,20,3,D,2.33,2.90795710089982,5.90795710089982,0.449444204568863,32.3677368164063,0.000393881608033553,9.200758934021,63.449998497963,2.33999937772751,1,-0.57795710089982,FALSE
14_0_2_20_3_N,14,2,20,3,N,2.33,1.12448436259581,4.12448436259581,0.854315936565399,33.3366737365723,0.172219887375832,24.43115234375,89.7299981117248,3.33000004291535,1,1.20551563740419,FALSE
14_0_2_6_11_D,14,2,6,11,D,4.12,2.4116611176345,13.4116611176345,33.6066474914551,97.5645980834961,20.4625110626221,83.5677490234375,27.6300010085106,0.539999753236771,1,1.7083388823655,FALSE
14_0_2_6_11_N,14,2,6,11,N,4.12,2.7778676623734,13.7778676623734,35.6470260620117,99.5768737792969,20.4518566131592,83.4675445556641,48.7799996137619,1.80000096559525,1,1.3421323376266,FALSE
14_0_2_6_3_D,14,2,6,3,D,3.76,2.22319575959359,5.22319575959359,0.640584766864777,42.147144317627,0.00229761609807611,24.4260158538818,37.6200011372566,1.79999962449074,1,1.53680424040641,FALSE
14_0_2_6_3_N,14,2,6,3,N,3.76,2.34291358904159,5.34291358904159,0.706656754016876,43.118408203125,0.00259065651334822,24.4675273895264,53.9099979400635,2.07000017166138,1,1.41708641095841,FALSE
14_0_3_20_11_D,14,3,20,11,D,2.03,0.9259552837553,11.9259552837553,47.0609703063965,40.6839904785156,42.4636573791504,46.3967552185059,81.4499974250794,2.51999974250794,1,1.1040447162447,FALSE
14_0_3_20_11_N,14,3,20,11,N,2.03,1.1103055036539,12.1103055036539,47.9209594726563,39.4850463867188,42.4638862609863,46.3898620605469,80.7300013303757,2.51999974250794,1,0.9196944963461,FALSE
14_0_3_20_3_D,14,3,20,3,D,2.33,0.92647084569666,3.92647084569666,0.682222425937653,31.7786159515381,0.172165066003799,24.4642276763916,67.5899988412857,2.96999931335449,1,1.40352915430334,FALSE
14_0_3_20_3_N,14,3,20,3,N,2.33,1.00961607539037,4.00961607539037,0.750947237014771,32.4405288696289,0.172197535634041,24.4626083374023,68.6700010299683,2.70000010728838,1,1.32038392460963,FALSE
14_0_3_6_11_D,14,3,6,11,D,4.12,1.8068004068955,12.8068004068955,30.2616634368897,93.9746780395508,20.4508476257324,83.4307556152344,28.3499997854233,0.720000118017197,1,2.3131995931045,FALSE
14_0_3_6_11_N,14,3,6,11,N,4.12,2.6433603288971,13.6433603288971,34.8975105285644,98.8096237182617,20.4517993927002,83.4692535400391,32.6700004935265,1.35000139474869,1,1.4766396711029,FALSE
14_0_3_6_3_D,14,3,6,3,D,3.76,2.14589889794107,5.14589889794107,0.595831692218781,41.5121765136719,0.00215987139381468,24.4520320892334,50.6700021028519,2.78999894857407,1,1.61410110205893,FALSE
14_0_3_6_3_N,14,3,6,3,N,3.76,2.37155776376517,5.37155776376517,0.736143469810486,43.6220054626465,0.00819932669401169,24.7034206390381,63.0899977684021,2.43000090122224,1,1.38844223623483,FALSE
14_0_4_20_11_D,14,4,20,11,D,2.03,0.976847103284401,11.9768471032844,47.2993545532227,40.3565902709961,42.4634323120117,46.3965797424316,76.5000021457672,2.43000090122223,1,1.0531528967156,FALSE
14_0_4_20_11_N,14,4,20,11,N,2.03,1.0435948673213,12.0435948673213,47.6112442016602,39.919490814209,42.4632759094238,46.3919143676758,67.7700018882752,1.53000175952911,1,0.9864051326787,FALSE
14_0_4_20_3_D,14,4,20,3,D,2.33,1.09269852002331,4.09269852002331,0.823788583278656,33.109001159668,0.172202989459038,24.4694004058838,65.9699982404709,3.06000083684921,1,1.23730147997669,FALSE
14_0_4_20_3_N,14,4,20,3,N,2.33,0.9928141290535,3.9928141290535,0.736790955066681,32.3093566894531,0.172226339578629,24.4654140472412,89.5500004291534,5.12999832630159,1,1.3371858709465,FALSE
14_0_4_6_11_D,14,4,6,11,D,4.12,1.9269882187456,12.9269882187456,30.9112224578858,94.6911468505859,20.4523277282715,83.4719848632813,28.7100005149841,1.16999968886376,1,2.1930117812544,FALSE
14_0_4_6_11_N,14,4,6,11,N,4.12,2.4396572177163,13.4396572177163,33.7826538085938,97.6320343017578,20.4523372650146,83.4397888183594,33.3899992704392,1.35000005364419,1,1.6803427822837,FALSE
14_0_4_6_3_D,14,4,6,3,D,3.76,2.17325628076992,5.17325628076992,0.613385677337647,41.7454452514649,0.00233558402396739,24.4269771575928,43.2900005578995,2.78999894857406,1,1.58674371923008,FALSE
14_0_4_6_3_N,14,4,6,3,N,3.76,2.02466486964553,5.02466486964553,0.536049008369446,40.5565223693848,0.00239843619056046,24.4348068237305,41.3099992275238,1.79999962449074,1,1.73533513035447,FALSE
14_0_5_20_11_D,14,5,20,11,D,2.03,0.955876892984699,11.9558768929847,47.218318939209,40.425910949707,42.4637756347656,46.3541450500488,69.39000248909,1.53000175952913,1,1.0741231070153,FALSE
14_0_5_20_11_N,14,5,20,11,N,2.03,1.1278306855947,12.1278306855947,47.9990997314453,39.4757690429688,42.4646949768066,46.4895744323731,74.1600000858307,2.24999785423279,1,0.902169314405299,FALSE
14_0_5_20_3_D,14,5,20,3,D,2.33,0.76008228465177,3.76008228465177,0.557906687259674,30.4477138519287,0.172200277447701,24.4613933563232,51.0299974679947,1.62000060081482,1,1.56991771534823,FALSE
14_0_5_20_3_N,14,5,20,3,N,2.33,0.99492557857339,3.99492557857339,0.736815750598908,32.2937469482422,0.172178104519844,24.4486980438232,63.2700008153915,1.97999864816666,1,1.33507442142661,FALSE
14_0_5_6_11_D,14,5,6,11,D,4.12,1.6268288412836,12.6268288412836,29.2490615844727,92.9486694335938,20.452033996582,83.4663543701172,21.5999995172024,0.539999753236774,1,2.4931711587164,FALSE
14_0_5_6_11_N,14,5,6,11,N,4.12,1.3087681752186,12.3087681752186,17.1517295837402,79.8872375488281,11.5338373184204,71.1287078857422,47.6099985837936,1.79999828338623,1,2.8112318247814,FALSE
